,AB123LG,AB123TW,AL109SL,AL71FS,B191DS,B67EU,B781BF,B782EX,BD112BZ,BH177AG,BN236QH,BS107UB,BS118DT,BS375YS,BT294JT,BT39JN,BT39PF,BT635QD,CA30PP,CA64SE,CB13EZ,CF313BG,CF729EW,CH52NW,CH52UA,CM241FE,CM241QJ,CR04GN,CV107SA,CV230XF,CV34PF,CV65RY,CV92RY,CW122PR,DA15BS,DA26QP,DD24UH,DE554QQ,DE742SE,DE742TG,DE742TR,DE742TZ,DG165JN,DG98RF,DG98RG,DH21AE,DL21NL,DL62PJ,DN147SE,DUBLIN,DY117FL,DY117PT,EH114XX,EH120AL,EH129EB,EH129SB,EH530TN,EX28NY,EX28RL,EX51EW,G328NB,G689HE,G698GD,GL103EZ,GL22AD,HG45NB,IP39SL,LE103BQ,LE103FF,LL651DQ,LN106YQ,LN24JB,LS101RZ,LS150BF,LS277JU,LS286QP,LU11XL,M300SF,M445BP,M905QL,ME80PP,MK150DQ,MK439AA,ML15SQ,ML43LU,NE110UX,NE244RF,NG150DJ,NN141UA,NN36FL,NN49FJ,NN86TZ,NR24HJ,NW10QA,OL164FW,OX163JU,OX51HP,PA48DJ,PH13UG,PL311EP,PL312RQ,PL67BQ,PO144LW,PR58AN,PR77DW,RG18HW,RH109ZX,S601FH,SA54HF,SM39QN,SN34AJ,SO150LP,SS179FD,SS54JH,ST48GR,ST57EF,SY13AS,TF16AH,TN126UU,TN91QF,TS213EE,TS21RA,W30TH,WA119TY,WA14RW,WA54AH,WF129AP,YO266QS
G328NB,142.9807603663,142.6393170018,371.6687761901,368.93617294340004,284.6905063521,284.4103301682,288.29961553140004,288.9695777436,199.2648562318,451.39831835340004,475.1952120888,361.2672120614,365.5283879681,358.8590887509,495.5981152851,491.0229606121,490.91912951800003,470.8113154096,88.6816962974,88.70450061310001,350.4790308965,400.6491468075,393.6654960014,234.954045262,235.3219590311,375.797102977,375.90323314380004,407.1343337974,302.7429494667,311.9582542193,306.36380255790004,303.0425124258,291.2114843116,231.7723771936,409.1247093846,407.98617130130003,78.2501199494,266.34862862570003,284.4933453338,286.1890667928,283.7831182808,285.8547691948,81.0722627572,84.2838809078,82.475815572,155.88011164079998,173.7799460378,175.04331755500002,236.3472833182,191.58582913959998,298.6350036486,298.6056749374,38.764478383400004,40.6510850136,40.0503435308,39.1725948562,32.3605667203,442.2573917095,439.5743117315,439.6437188722,0.0,11.0116261765,7.8723977474,337.0853789915,338.31886256359996,182.1514911095,407.9895888418,299.1782683139,301.9213105934,313.2679800131,292.2387969859,273.5354056117,216.76987149540003,215.6939676089,201.8193124128,198.2183431936,364.306710445,205.2222506943,209.46733309209998,216.9843066275,428.5521843851,347.5561017125,350.6136198551,11.0563027514,8.432625841,148.6308247322,156.5661673619,267.3339987575,323.7605749933,333.3793980733,331.5466021717,341.7586481454,369.2873718326,395.9846389847,214.57239295390002,331.5054674115,353.7378732431,12.613831300000001,59.706918019,502.45861035900003,500.7657472066,481.4179319683,431.0786788711,182.5802370995,186.78480610809999,383.1551298106,434.105936246,244.88895976970002,376.6770264501,420.49902981380006,359.2157557049,425.0287001296,409.13061240909997,407.77186044340004,244.7337412939,238.61242916159998,262.2335991782,269.68986476690003,430.6022115883,431.0633310074,170.3015111798,183.21080439029998,395.8613589783,200.359214837,209.4812518025,208.3199094035,226.5870983357,203.65788706470002
G689HE,133.0409370277,132.6994936632,376.18272581959997,373.45018471000003,289.2044559816,288.9242797977,292.8135651609,293.4835273731,203.7788058613,455.9122679829,479.70916171830004,365.781223828,370.0423997347,363.37303838040003,500.1120649146,495.53691024159997,495.43314128459997,475.3253271762,93.1956459269,93.2184502426,354.992980526,405.163096437,398.179507768,239.4679948915,239.83590866059998,380.3111147436,380.41724491040003,411.64828342690004,307.2568990962,316.4722038488,310.8778143245,307.55652419240005,295.7254339411,236.28632682309998,413.63865901409997,412.50012093080005,68.31029661080001,270.8625782552,289.0072949633,290.7030785594,288.2970679103,290.36878096140003,85.58621238670001,92.18759575360001,90.3795304178,160.3940612703,178.2938956673,179.5572671845,240.86123294770002,181.646005801,303.499965756,303.4706370448,38.3102561824,37.5155226734,36.9244745782,35.4880512375,34.2147999214,447.122415954,444.439335976,444.5086809796,11.5921109647,0.0,4.2260684452,341.9503410989,343.183824671,187.0164532169,412.85455094919996,304.0432304213,306.7862727008,318.1329421205,297.10375909329997,278.4003677191,221.6348336028,220.55892971629999,206.6842745202,203.083305301,369.1717346895,210.08721280170002,214.3322951995,221.849330872,433.4171464925,352.42106381990004,355.4785819625,12.9105359525,13.2976500855,153.49584897670002,161.4311294693,272.1989608649,328.62547496359997,338.24442231780006,336.4115642791,346.62361025280006,374.15233394,400.8496010921,219.4373550613,336.37042951890004,358.6028353505,19.4429471384,49.764857744800004,507.32357246640004,505.630709314,486.2828319386,435.9437031156,187.44526134400002,191.6497682155,388.020091918,438.9708983534,249.7539218771,381.5419885575,425.36405405830004,364.0807178123,429.8937243741,413.9955745165,412.63682255080005,249.59870340129999,243.477391269,267.0985612856,274.5548268743,435.4671115586,435.92829311480006,175.1665354243,188.07576649770002,400.72638322280005,205.2242390815,214.34621390990003,213.18487151090002,231.45206044309998,208.5228491721
G698GD,135.6147178468,135.2732744823,373.0435595276,370.31095628090003,286.0652275525,285.7851135057,289.6743988689,290.3443610811,200.6396395693,452.77310169090003,476.5699332892,362.6419953989,366.9031713056,360.23380995130003,496.9728986226,492.3977439496,492.2939128555,472.1860987471,90.0564796349,90.0792839506,351.853814234,402.023930145,395.0402793389,236.3287664624,236.69674236859998,377.1718863145,377.2780164813,408.50905499780004,304.1177328042,313.3329754197,307.73858589540004,304.4172957633,292.58626764909997,233.147098394,410.4994927221,409.3609546388,70.8840774299,267.7234119632,285.8681286713,287.5638501303,285.1579016183,287.2295525323,82.44704609470001,92.0466688108,90.23866561210001,157.2548328412,175.1547293753,176.4181008925,237.7220045186,184.2197866201,299.7407954802,299.711466769,36.859541308699995,38.7461479389,38.1454064561,37.2676577815,30.4556296456,443.3631835411,440.6801035631,440.7495107038,7.8329406889,4.0058545628,0.0,338.1911708231,339.4246543952,183.2572829411,409.0954428105,300.2840601455,303.0271645621,314.3737718447,293.3445888175,274.6412595804,217.875663327,216.7997594405,202.9251663815,199.3241350252,365.4125022766,206.328104663,210.5731870608,218.0901605962,429.6579762167,348.6618935441,351.71947382380006,9.151365676700001,7.0783477465,149.7366787009,157.67195919350002,268.43979058909997,324.8663668249,334.485252042,332.65239400330006,342.864439977,370.39322580130005,397.09043081630006,215.6781847855,332.6112592431,354.84366507469997,19.1733342615,52.701208542399996,503.5644021906,501.87153903819996,482.52372379990004,432.18447070269997,183.6860910682,187.8906600768,384.2609216422,435.2117280776,245.9948137384,377.78288041880006,421.6048837825,360.3215475365,426.13455409830004,410.2364663778,408.877652275,245.8395331255,239.71822099320002,263.3393910098,270.7956565985,431.7080034199,432.169122839,171.4073651485,184.31659622190003,396.96715080990003,201.4650688057,210.58704363409998,209.42570123509998,227.6928901673,204.7637410334
GL103EZ,473.3389905005,472.997547136,112.1944992116,114.0088403945,59.145820006,62.4479719113,77.75501153660001,76.0187766884,181.1925292452,97.33161557710001,175.4462766485,25.5446239471,29.805861990900002,23.1364384995,395.331764475,390.75654766490004,390.6527165708,370.5449645995,250.5011826417,250.5239869574,131.2971214533,71.4536882256,64.4700995566,150.2269404199,150.594854189,143.3554470793,143.4615772461,123.8734778421,78.7453526364,77.2020534837,64.930162645,65.19349967480001,80.6668803168,120.6290513027,148.1587691835,148.871171035,408.6083500836,118.45829171420002,98.9132533205,99.4910040763,98.417088577,99.1567064783,256.42719786870003,350.69303106890004,351.87984967890003,258.2399856241,233.87764427870002,218.76882200240001,174.299536468,521.9440592738,47.0426313938,47.247186727,340.0854203166,343.00660966180004,340.6019038918,345.11579138419995,338.219070381,106.27003741210001,103.5869574341,103.6563645748,337.0733243941,341.5872740236,338.4481077316,0.0,2.3253566933000003,204.82246059290003,189.9117935285,75.9721738634,76.21929311010001,211.9285836231,157.5860857213,145.597167236,175.68718218520002,177.81382443270002,178.9071888443,182.77298638370002,104.7792441089,141.9748228544,134.5303011776,130.625232991,160.9720605745,89.44250294979999,99.10258506420001,337.7001634589,333.34926157980004,262.6906796858,278.8846642765,117.67753905270001,100.4573602555,91.8230373879,87.39266215789999,100.74741623829999,192.865480577,105.9989953819,157.7565899237,54.154968134,51.5304834413,348.41378010380004,390.2825658661,166.4712560616,164.77839290920002,145.4305155338,107.4208786412,156.4188402978,156.413372233,76.0034909618,134.276408987,147.3977761198,98.96495138770001,120.66950255479999,37.167306365,101.3709620368,147.4011315232,153.5392828096,97.7549556394,99.9587721651,99.0631901428,77.1770743695,153.81417734000001,148.1108614794,243.5276601829,233.98402299390003,98.9000802553,138.60096473570002,130.7742998939,136.8565899274,172.1909139795,192.9663290903
GL22AD,474.5724740726,474.2310307081,113.4279827837,115.24238610370001,60.37930357810001,63.6814554834,78.98855724580001,77.2522602605,182.4260128173,98.3252499432,176.6797602206,26.5382583132,30.799496357,24.130135002699998,396.5652480471,391.990031237,391.88626228,371.7784481716,251.7346662138,251.7574705295,132.5306671625,72.4473225917,65.4637339227,151.46042399200002,151.82839989820002,144.5889306514,144.6950608182,125.10702355129999,79.9788983456,78.4355991929,66.16364621710001,66.427045384,81.900426026,121.86253487479999,149.3923148927,150.1046546071,409.8418957928,119.6917752863,100.1467368926,100.7244876484,99.6505721491,100.3902521875,257.6607435779,351.926514641,353.11333325100003,259.4735313333,235.1111278508,220.0023055745,175.53302004009998,523.1775428459,47.9258481332,48.1304034664,340.9686991931,343.88988853830006,341.48518276830004,345.9990081236,339.10228712040004,107.4017404144,104.7186604364,104.78800544,337.9566032706,342.4705529001,339.331324471,2.2235139864,0.0,205.70567733229998,190.795072405,76.8553906028,77.1025098495,212.8118003625,158.4693645978,146.4804461125,176.5704610617,178.6970411721,179.7904677208,183.6562031231,105.6625229854,142.8580395938,135.4135800541,131.5085118675,161.855339451,90.32578182629999,99.98580180360001,338.58338019830006,334.2324161821,263.5738964252,279.7678810159,118.56075579210001,101.340639132,92.7063162644,88.27587889729999,101.6306329777,193.7487594535,106.8822121213,158.63980666310002,55.0381848734,52.4137623178,349.29705898030005,391.1658447426,167.60289692679999,165.9100337744,146.5622185361,108.3041575177,157.3020570372,157.2965889724,76.8867077012,135.1596257264,148.2809928592,100.0965922529,121.5527192942,38.0505852415,102.2541787762,148.28434826260002,154.4225616861,98.6381723788,100.8419889045,99.9464690193,78.060353246,154.6974562165,148.9941403559,244.4108769223,234.8672397333,99.78329699470001,139.4842436122,131.6575787704,137.7398688039,173.074192856,193.8496079668
HG45NB,318.4051026185,318.063659254,193.1857973275,190.45325621790002,145.0360070859,144.6689632362,129.5760480575,130.2460102697,48.582513006,290.3546137026,285.51823466120004,229.0163482602,233.277586304,226.6081628126,384.73260436830003,380.15744969530004,380.0535564641,359.94580449280005,95.5672947597,95.5900990754,171.99611417100002,268.39822086920003,261.4146322002,124.0884722081,124.45638597720001,197.3141862515,197.4203164183,230.80036653829998,145.2009189493,139.3425088871,146.2950290061,142.81106394620002,128.7137093837,107.33544012870001,230.6417926591,229.5031924387,253.6744622016,87.86564976310001,107.542543083,106.93378591429999,108.3940699014,106.5995504534,101.4933721238,195.75914318690002,196.9459617969,56.9181428339,36.5182222184,15.851049935799999,57.864304455600006,367.01017139180004,170.4436187275,170.4142900163,165.1085894586,168.02977880379999,165.62501089670002,166.5513507835,183.18551459059998,310.5054888213,307.8224088433,307.891815984,182.0398307408,186.5537803703,183.41455194120002,205.3334139662,206.56695967540003,0.0,229.8496689083,135.3075741615,135.10569072360002,201.9179861276,114.0988770524,95.3954856782,38.6299515619,37.5540476754,46.931095299300004,32.915264612,188.34289389059998,87.0285387519,90.01416426979999,95.0880934445,250.41226445159998,171.592223021,172.4736999216,182.6666076685,178.3156436523,61.425070971100006,78.7812678802,89.194078824,145.6206550598,157.3563027255,155.5827856173,155.9341087807,191.1474518991,213.3418298255,71.99229260839999,176.0252080092,191.67114337790002,193.38022431340002,235.2490722128,370.70670747080004,369.0138443184,349.6660290801,269.9579242163,69.6100804686,73.81464947719999,222.0343130187,261.8163485517,66.7491019733,284.846408336,248.2094421195,212.4837164745,263.9079454748,230.99069247559999,229.6319405099,133.3837474084,127.26249741320001,150.8836674298,158.9246431295,252.46222951770002,252.9234110739,42.261989331100004,37.6029495731,219.8975424239,100.7709040621,94.8954062974,99.02062622929999,48.4471784022,25.5179671312
IP39SL,544.2432003508001,543.9017569863,80.3809875197,76.5484333288,157.0083349655,156.6413532529,148.4135312935,155.4504957314,211.320199277,201.0039493866,126.7097257716,210.9900648647,215.2513029085,202.9423162211,494.6917835445,490.1166288715,490.0128599145,469.9050458061,321.40539249200003,321.42819680770003,60.101426466899994,256.9894143495,250.0058256805,249.58702162650002,249.9549353956,51.0253709554,51.1315011222,93.9442737077,139.6479748707,126.396181965,140.9875886096,137.2475565606,145.09932479079998,211.1379511627,71.8332216324,70.6946835491,479.512622071,178.96764824259998,157.7234708494,154.58169479920002,156.0419787863,154.24739720120002,327.3314698561,421.59730305630006,422.78412166630005,282.7563027033,258.3938992208,243.2850769445,198.88084895379998,592.8483312612,181.319164655,181.28989808090003,391.62913896019995,394.5503283054,392.14556039830006,393.071838148,409.7060019551,270.3432985105,267.6602185325,261.7312828618,408.56031810530004,413.07432987190003,409.93510144280003,191.0042258836,192.2377094557,230.0774013798,0.0,137.011062758,135.1178074581,311.70367852059996,122.8418155708,134.8426022422,206.4805269693,208.6071692168,209.67176415109998,213.5375616905,103.3850739962,241.74991775190003,234.3053960751,230.40032788850002,91.6275540713,104.8252255629,92.47777601060001,409.18715717009997,404.836255291,287.9456204727,304.1395429263,161.10919715420002,106.1962185373,114.41229658479999,118.0602414516,106.46844117239999,50.543497744899994,77.6382559257,234.73289932309999,136.4701593025,146.9673524281,419.900773815,461.76962171440005,330.5444550229,328.8515918705,309.5037766322,170.0721631437,256.1939351953,256.1884671305,134.5926246889,105.444794587,182.24960559040002,284.9218427754,104.7280431385,174.73940499890003,174.3491218738,62.5143964712,55.6417225257,196.94241998220002,199.73386706259998,198.8382850403,189.326772732,93.6775191374,94.1387006936,268.7826009698,259.2389637808,96.1256587403,238.3761217703,230.5494569285,236.631746962,210.96278667779998,218.2212698772
LE103BQ,435.43187982290004,435.0904364584,77.6275062074,85.3205141471,31.0783055247,30.711323812099998,12.319052897599999,14.574629627599998,111.16662730339999,164.65163322520002,177.7715090676,100.1660615307,104.4272374374,97.7578760831,357.5586835221,352.983466712,352.879697755,332.7718836466,212.59407196409998,212.6168762798,78.9297755492,151.3813234637,144.3976726576,112.3198297423,112.6877435114,104.2478476297,104.3539777965,105.7503848448,6.8956025354,12.795955140099998,14.8120554867,11.3280282897,9.004908532,82.7219406251,120.1214533328,118.9828531124,370.701239406,53.852919690899995,32.6086801606,29.4669662475,30.9272502346,29.1326686495,218.5201493282,312.7859203913,313.9727390013,188.21414581940002,163.85174233690003,148.7429200606,104.27363452620001,484.0368864591,56.3067137699,56.2773850587,302.5575323603,305.4787217055,303.07401593550003,307.5878412908,300.6911202876,181.00580725970002,178.3227272817,178.3921344224,299.5454364378,304.0593860673,300.9202197753,75.8337324046,77.0672159767,134.40919596970002,136.50508035270002,0.0,3.1537063734,178.33422264520001,84.54013430820001,72.55121582289999,105.27397969910001,107.4005598095,108.4939242211,112.35972176050001,62.8348374959,104.44687276100001,97.00241322129999,93.09734503470001,140.0022184778,46.084166626300004,57.616066741100006,300.1722133655,295.8213114864,192.2774150626,208.47139965329998,47.2642744295,34.814733621900004,33.439080365,30.0746670855,41.8182683,138.5551075559,94.5127038985,120.2286398303,44.092796845500004,66.32520267710001,310.8858921475,352.7546779098,241.20696377209998,239.5141006197,220.16628538140003,143.6660704422,118.8908902044,118.88542213960001,95.7424592446,136.3082300199,76.9845114966,167.35136594600002,122.70138572479999,80.5512431737,137.6160917007,120.58070863889999,126.7189220624,60.227005546,62.4308220717,64.3241395087,54.812565063300006,142.05224568100002,142.5133651001,173.1143955597,163.57075837070002,94.38942389210001,101.0730767794,93.2464119376,99.3287019711,101.77771149339999,122.5530644671
LE103FF,438.17492210240005,437.833540875,75.7342509075,83.42725884720001,31.3254247714,30.958380921699998,15.0621573142,17.3177340442,110.9648060026,163.4113767092,175.8783159048,100.4131186403,104.6743566841,98.0049953298,369.0088733504,364.43365654030003,364.32988758330004,344.222135612,215.33711424359998,215.35991855929998,77.0365202493,151.6284427104,144.6447919043,115.06293415889999,115.430847928,102.3545923298,102.4607224966,103.8571295449,8.6409715373,10.9026998402,15.0591747334,11.575147536400001,11.7479508115,85.46504504170001,118.2281980329,117.0895978125,373.4443438226,53.6510983901,32.4068588598,29.2650828096,30.725428933800004,28.9308473487,221.2631916077,315.52902480790004,316.71584341790003,188.0122623815,163.64992103609998,148.5410987598,104.07181322539999,486.7800530128,56.1590138832,56.129685172,305.2521077018,308.173297047,305.768591277,310.28247876940003,303.3856956291,180.858107373,178.175027395,178.2444345357,302.2400117793,306.7539614088,303.6147951168,75.6860325179,76.9195782271,134.7104987676,134.577773922,3.2078899246000003,0.0,186.5435277488,84.8414371061,72.8525186208,105.5752203599,107.7018626074,108.795227019,112.6610245584,60.9075310652,107.14151023960001,99.6969885628,95.79192037620001,138.0749120471,44.156860195600004,55.6888224475,302.8668508441,298.51588682790003,192.5787178605,208.7726403141,47.5655772274,32.8874271912,31.511773934300003,28.147360654800003,39.8910240064,136.62780112520002,92.5854596049,122.9232773089,43.9450969588,66.1775649275,313.580467489,355.4493153884,241.05932602250002,239.36646287009998,220.0186476318,143.5183705555,121.58546554589999,121.57999748110001,95.594821495,134.3809857263,77.2858142945,167.20372819640002,120.7740792941,80.40360542410001,137.4684539511,118.6534022082,124.79161563170001,62.9216430246,65.1253974132,73.6781342685,64.1666219602,140.1249392503,140.5861208065,173.4156362205,163.8719990315,92.4621795985,103.7676521209,95.9409872791,102.0232773126,102.07895215420001,122.85436726500001
LL651DQ,449.521529385,449.1801481576,253.866714389,261.5597223287,159.545703444,159.26558939720002,167.0884017388,167.758363951,154.7855044872,326.2535775824,350.0504091807,236.12247129040003,240.3836471971,233.7142858428,182.9582170788,178.38300026870002,178.27923131170002,158.1714172033,226.6837836633,226.706587979,253.6223913118,205.7801797152,192.9967141322,80.2175048096,80.5854185787,278.9404633923,279.0465935591,281.9895308893,177.5982086957,186.8134513112,181.21906178690003,177.89777165479998,170.000270519,120.8205578449,296.3605993773,295.222061294,384.79095110519995,169.1985155177,163.2585815803,164.95436517640002,162.5483545273,164.6200675784,232.60986102740003,326.8756320905,328.0624507005,254.8246199226,230.46221644009998,215.3533941638,192.2505096983,498.12666029540003,158.18465240560002,158.1553858315,315.8726429709,318.7938323161,316.3891265461,320.90301403850003,314.0062308982,317.7662089563,315.0831289783,315.152536119,312.8605470484,317.3744966779,314.2353303859,212.5941341012,213.82761767329998,201.99497399450001,311.9542153078,174.8210531483,186.27124297659998,0.0,225.8036116418,207.1002824047,164.1181862217,167.70809503709998,157.1456579565,160.2108189624,239.81552769179999,115.246300741,110.3175238319,111.70162773439999,316.9829086737,223.0648568222,234.59681907409998,313.4873239761,309.136422097,259.8631930874,276.0571776781,175.7362704942,210.263868577,208.8882153201,207.0553572814,217.2674032551,314.00424251100003,271.4934562315,133.5437504409,207.0142225212,229.2466283528,324.2010027581,366.0698506575,377.9673654687,376.2745023163,356.926687078,306.5874339808,132.206000815,132.2005327502,258.6638849203,309.6146913557,161.582557582,169.99467818,296.0078470606,234.7245108146,300.53751737640005,297.5613988348,303.6996122583,124.2589764105,118.1377264153,122.6165064462,129.32321219760001,319.0329358769,319.494055296,240.7001735845,231.1565363955,271.3701762251,114.38818739,106.5615225482,106.9095524453,155.8250581702,190.13884249190002
LN106YQ,428.4924084949,428.15096513040004,114.3391612181,111.6065579714,104.06050427320001,103.6935225606,88.60060738189999,89.27056959410001,95.56940742110001,234.29663474400002,206.6715985518,181.77997338859998,186.04121143240002,179.37185007809998,408.5412420156,403.9660873426,403.8623183856,383.7545042772,205.65460063609999,205.67740495179999,93.1494159245,227.42278019359998,220.4391293875,147.8971098554,148.2650857616,118.46755014210001,118.57361817179999,146.5123845819,95.33185728779999,89.47344722560001,96.42596734460001,92.94200228470001,93.1344408834,103.13969458829999,151.7950944126,150.6565563293,363.761768078,61.2036764838,68.27624548,65.9371564876,67.3974404747,65.6029210267,211.5806780002,305.8464490633,307.0332676733,167.0054487103,142.6430452278,127.5342229515,67.18598792339999,477.09753940530004,128.4698834033,128.4405546921,275.6498068505,278.5709961957,276.1662282886,277.0925060383,293.7267319825,262.5419234684,259.85884349040003,259.928188494,292.5809859956,297.0949977622,293.95576933309997,157.3698486133,158.6033321854,114.09806927010001,122.7579926229,84.9112170694,84.7093957686,226.244909326,0.0,20.0279679349,90.5011948596,92.6278371071,93.6924320414,97.55816744370001,112.9922153014,133.7898133569,136.7755010119,115.6892139898,171.31826054709998,105.7271455694,93.3796960171,293.2078250604,288.8568610442,171.966288363,188.1602108166,57.097097681899996,73.40348828650001,87.3016313064,97.07250387010001,83.7169420074,91.61046636879999,134.2477637839,118.7535672134,125.62891305420001,132.02754306379998,303.9214417053,345.7902896047,322.7430799808,321.05021682840004,301.7024015901,213.6760031493,149.7627141458,146.2292879543,167.86958936,185.1355010628,66.2702734807,242.8726730118,170.3726581593,163.4836421565,207.6260865449,151.89668857110001,150.5379366054,104.69020164460001,111.7423275349,138.7106988543,129.1991244089,173.3682256132,173.8294071694,152.80320672300002,143.259569534,134.9044907938,147.5321786671,141.65674303950001,145.7819629714,94.9834545681,102.2419377675
LN24JB,409.78901712069995,409.4475737562,124.50696557660001,121.7743623299,92.07158578789999,91.7046040753,76.6116888966,77.2816511088,76.8660160469,228.4966335558,216.8394029103,169.7910549033,174.0522929471,167.3829315928,389.8379127785,385.2627581055,385.1589270114,365.051112903,186.9512092619,186.97401357759998,103.317220283,215.4338617083,208.4502109022,129.1937806183,129.5616943874,128.63535450060002,128.7414846674,156.6802510775,83.3429388025,77.48452874030001,84.43704885929999,80.95308379939999,81.1455223981,83.6926464013,161.96296090820002,160.8243606878,345.05837670380004,49.2147579985,56.2873269947,53.9482380023,55.4085219894,53.6139404043,192.877286626,287.1431198262,288.3299384362,148.3020573361,123.93971599070001,108.83089371439999,55.4050423118,458.3941480311,116.5114742341,116.4821455229,256.8207742601,259.7419014682,257.3371956982,258.2634734479,274.897637255,250.5834521621,247.90037218409998,247.9697793248,273.7519534052,278.2659030347,275.1267367427,145.411377307,146.6449230162,95.26903667970001,134.6624667893,72.9528079002,72.7509865994,206.9189042098,20.0239290234,0.0,71.6721622692,73.7987423796,74.8633373139,78.7291348533,122.7182248789,114.96078076650001,117.9464062844,96.86018139939999,181.04420798750002,109.2375188968,103.10570559460001,274.37879247,270.0278284538,153.1372557726,169.33117822620002,45.1386885127,76.2525985957,90.15080375270001,93.228019356,86.56605231660001,103.51494053520001,143.9737733614,99.924534623,113.6704417479,129.3163771166,285.0924091149,326.96125701430003,310.7846708116,309.0918076592,289.74399242090004,207.603157955,130.9336815554,127.4002553639,159.6795467574,194.86144850320002,47.4411787532,230.91426384259998,180.0986677368,150.1289502132,201.55317921350002,161.6226981486,160.26388404579998,92.7317924754,99.7839183657,126.75228968510001,117.24071523970001,183.0942351907,183.5553546098,133.9741741326,124.4305369436,144.6305003713,128.70314607670002,122.82771044910001,126.9528682439,76.1544219777,83.4129051771
LS101RZ,353.0234830044,352.68203963990004,169.588922917,166.85638180740003,115.90072867820001,115.5337469656,100.44083178689999,101.11079399910001,10.5177605057,261.2193352949,261.9213602507,199.8810698525,204.1423078963,197.47294654200002,346.8558165955,342.2805997854,342.1767686913,322.06901672,130.18567514560002,130.2084794613,148.3992397605,239.26294246150002,232.27935379250002,86.21162229820001,86.5795982044,173.717311841,173.8234420078,201.6650881306,116.0656405416,110.2072304794,117.1598127355,113.67578553850001,99.57849311310001,69.4586523559,207.0449182486,205.90631802820002,288.29290472459996,58.7304334925,78.4072646753,77.7985696437,79.2588536308,77.4642720457,136.1117525097,230.37758570990002,231.5644043199,91.53658535689999,67.17418187439999,52.065297461,34.0723816882,401.62861391480004,140.73773533050002,140.7084687564,199.638424477,202.5595516851,200.1548459151,201.0811236648,217.7152874719,280.79966756140004,278.1165875834,278.1859947241,216.56960362209998,221.0835532516,217.9443869596,175.62753056920002,176.86107627840002,38.0866868966,205.84666641220002,105.6016907645,105.39980732660001,163.86677951509998,90.09587455629999,71.39248318210001,0.0,3.7998079392,7.4653997424,9.3070191122,158.6370104936,48.9773321394,51.9629576573,57.036886832,226.4092619555,141.88633962400002,148.4706974255,217.1964426869,212.8454786707,95.9548438524,112.1488284431,59.488195427,121.6176525637,127.6504193285,125.8769022203,136.0296072635,167.144449403,190.3149390333,33.9410859959,146.3193246122,161.9652599809,227.9100593318,269.77890723120004,341.00082407380006,339.3079609214,319.9601456831,240.2520408193,64.9501707912,61.416744599699996,192.32842962170002,232.11046515470002,29.967356313800003,255.14052493900002,218.5035587225,182.7778330775,234.2020620778,206.98775211659998,205.6289380138,95.3325407959,89.21129080070001,112.83246081729999,120.28872640600001,228.4592270216,228.9204085778,76.7918243495,67.2481871605,190.19165902690003,62.719697449600005,56.8441996849,60.9694196168,11.6654327427,26.230555394
LS150BF,351.94757911790003,351.6061357534,171.7155651645,168.9829619178,118.02737092570001,117.660327076,102.56741189729999,103.2373741095,14.2955719115,263.3459775424,264.0479403611,202.0077121,206.26888800670002,199.59952665240002,350.44566327380005,345.8705086008,345.7667396438,325.65892553540004,129.1097712591,129.1325755748,150.5258198709,241.389584709,234.40599604,89.8015311136,90.1695070198,175.8439540885,175.9500842553,203.7917303781,118.1922827891,112.3338727269,119.2863928459,115.802427786,101.70507322350001,73.04856117130001,209.171498359,208.03296027570002,287.2170008381,60.8570136029,80.5339069228,79.9251497541,81.3854337412,79.5909142932,135.0358486232,229.3016196863,230.4884382963,90.46061933329999,66.09827798789999,50.9893935745,36.1990239357,400.55271002830006,142.9610007685,142.9316720573,198.5792976075,201.50048695270002,199.0957190456,200.0219967953,216.6562227395,283.0228708623,280.3397908843,280.409198025,215.5104767526,220.02448851920002,216.8852600901,177.85079600720002,179.08434171640002,37.0275600271,208.06993185020002,107.8248940654,107.62307276460001,167.3595059061,92.31907785720001,73.6157486201,4.0714713404,0.0,8.9542667955,10.795886165299999,160.8602759316,52.4699963933,55.4556840483,60.529613223,228.6325273935,144.109605062,150.6939628635,216.1373158174,211.7863518012,94.89577912,111.08970157360001,61.711460865,123.8408558646,129.8736847665,128.10010552120002,138.2528727015,169.367714841,192.5382044713,37.4337502498,148.5425900502,164.18846328179998,226.8509324623,268.71978036170003,343.22408951180006,341.5312263594,322.1834111211,242.47524412020002,68.4428971822,64.9094709907,194.55169505970002,234.33373059270002,32.1905596147,257.363790377,220.7268241605,185.0010985155,236.4253275158,209.2109554175,207.8522034518,98.82526718689999,92.7040171917,116.3251872083,123.7813906599,230.68249245959998,231.1436740158,75.73269748,66.189060291,192.41492446490003,66.21236170350001,60.336926075899996,64.4621460078,13.8886981807,25.1714285245
