,AB123LG,AB123TW,AL109SL,AL71FS,B191DS,B67EU,B781BF,B782EX,BD112BZ,BH177AG,BN236QH,BS107UB,BS118DT,BS375YS,BT294JT,BT39JN,BT39PF,BT635QD,CA30PP,CA64SE,CB13EZ,CF313BG,CF729EW,CH52NW,CH52UA,CM241FE,CM241QJ,CR04GN,CV107SA,CV230XF,CV34PF,CV65RY,CV92RY,CW122PR,DA15BS,DA26QP,DD24UH,DE554QQ,DE742SE,DE742TG,DE742TR,DE742TZ,DG165JN,DG98RF,DG98RG,DH21AE,DL21NL,DL62PJ,DN147SE,DUBLIN,DY117FL,DY117PT,EH114XX,EH120AL,EH129EB,EH129SB,EH530TN,EX28NY,EX28RL,EX51EW,G328NB,G689HE,G698GD,GL103EZ,GL22AD,HG45NB,IP39SL,LE103BQ,LE103FF,LL651DQ,LN106YQ,LN24JB,LS101RZ,LS150BF,LS277JU,LS286QP,LU11XL,M300SF,M445BP,M905QL,ME80PP,MK150DQ,MK439AA,ML15SQ,ML43LU,NE110UX,NE244RF,NG150DJ,NN141UA,NN36FL,NN49FJ,NN86TZ,NR24HJ,NW10QA,OL164FW,OX163JU,OX51HP,PA48DJ,PH13UG,PL311EP,PL312RQ,PL67BQ,PO144LW,PR58AN,PR77DW,RG18HW,RH109ZX,S601FH,SA54HF,SM39QN,SN34AJ,SO150LP,SS179FD,SS54JH,ST48GR,ST57EF,SY13AS,TF16AH,TN126UU,TN91QF,TS213EE,TS21RA,W30TH,WA119TY,WA14RW,WA54AH,WF129AP,YO266QS
CV107SA,439.1476162658,438.6695955555,82.0576950261,90.646844222,23.323346896300002,22.9709052651,13.1669136271,15.0634000562,121.63312470160001,163.5431694983,182.9897205885,103.07935946420001,107.52825155000001,100.5633661481,359.6392821785,355.0309462941,354.92512681280004,334.8197981884,215.99477331,216.1428460193,81.7538446071,142.94764129200001,135.67791127750002,115.90470545260001,116.1686638534,106.8707788949,106.7646487281,110.4821250098,0.0,15.3364926107,13.4960538458,6.574540139700001,9.9032245867,86.41481061520001,124.8174646653,123.29585136050001,374.21590019330006,63.9320544077,29.436084108800003,39.880087876800005,28.961108116400002,39.5846259663,222.317844606,315.8991755126,317.4794462398,197.9881252381,173.9465356029,158.8029165506,114.5434058658,487.53849845540003,47.2136948301,47.184366118899995,305.7550453892,308.6762347344,306.27152896440003,310.7854164568,303.88863331650003,183.9174274915,181.2343475135,181.30375465420002,302.7429494667,307.2568990962,304.1177328042,78.7453526364,79.9788983456,145.2009189493,139.6479748707,6.8956025354,8.6409715373,177.5982086957,95.33185728779999,83.3429388025,116.0656405416,118.1922827891,119.28564720070001,123.1514447401,67.5092872547,107.644447927,100.19992625020001,96.2948580636,144.6767303737,50.758616385100005,62.290578637,303.3697885315,299.0188245153,203.06913804220002,219.2630604958,58.0559974091,37.9576281399,36.581974883,34.7491789814,44.96122495510001,141.6980020739,99.1872157944,123.42615285920002,42.624186487,64.85659231860001,314.0834051764,355.95225307580006,244.118646141,242.4257829886,223.0779677503,142.1974600837,122.0884032333,122.0829351685,94.27384888610001,140.9827419158,87.7762344762,158.2583470062,127.3758354836,79.0826949523,136.1475434793,125.25515839770001,131.39337182120002,63.4245185749,65.62833510060001,64.7328152154,55.22124077,146.72669543979998,147.187876996,183.90605640220002,174.3624192132,99.063935788,104.27058980829999,96.4439249665,102.52621500000001,112.5693723359,133.3447874467
CV230XF,448.36285888130004,447.884838171,68.80590212039999,77.3950513163,32.538589511800005,32.1862100177,24.670168538800002,31.291000818,115.7747146394,157.2181719522,169.7379276828,101.53606031150001,105.9850145344,99.0200669954,368.8545869311,364.24625104669997,364.14036942830006,344.035102941,225.2100780626,225.3580886348,68.50205170139999,152.1629460446,144.893153893,125.1200102052,125.383968606,93.61898598920001,93.5128558224,97.230269967,15.3054861978,0.0,16.3330474205,12.7665642918,21.4064794984,95.63011536779999,111.56567175960001,110.0440584548,383.4311428088,58.0737064826,37.0894485787,34.0216778146,35.3691208281,33.7262159041,231.5330872215,325.11448026520003,326.69468885530006,192.12971517590003,168.08812554070002,152.9445064884,108.6849958036,496.75374107090005,56.4289995827,56.3996708715,314.9703501418,317.891539487,315.4867715799,320.0006590723,313.10393806909997,182.3741904759,179.6911104979,179.7604555015,311.9582542193,316.4722038488,313.3329754197,77.2020534837,78.4355991929,139.3425088871,126.396181965,12.795955140099998,10.9026998402,186.8134513112,89.47344722560001,77.48452874030001,110.2072304794,112.3338727269,113.4272371385,117.2930346779,54.257494349,116.8596905425,109.4152310028,105.51016281620001,131.4248753309,37.506823479400005,49.0387857313,312.585031147,308.2341292679,197.21072798,213.40465043359998,52.1975873469,24.7058352342,23.3301819773,21.4973239386,31.7093699123,128.4462091682,85.9353607516,132.6414576118,28.6711142707,57.5856816992,323.298709929,365.1674956913,242.5753469883,240.88248383590002,221.5346685976,135.8724625376,131.3037079859,131.29823992110002,87.9489134771,127.730886873,81.917824414,167.4736517588,114.1240425779,74.1101113877,129.82254593320002,112.003365492,118.1415789155,72.6398233275,74.8436398532,73.948119968,64.4365455226,133.4749025341,133.9360219532,178.04764634,168.504009151,85.8121428823,113.4858945609,105.65922971910001,111.7415197526,106.7109622737,127.4863773845
CV34PF,442.768469357,442.2904486467,76.0685485055,84.6576977014,26.9441999875,26.5917583563,31.209476942800002,29.443851246300003,122.7272347584,154.10821009720001,177.79673673020002,89.26416947279999,93.7130615586,86.74817615670001,363.26019740680005,358.6518615224,358.545979904,338.4406512796,219.6156885383,219.7636991105,83.093458346,135.5989971605,128.3292050089,119.5256206809,119.78951694460001,108.2103926338,108.104262467,104.49297848920001,13.4583366261,16.676106349599998,0.0,5.8600877639,23.422579845,90.0356637064,118.8283181447,117.306766977,377.8367532845,65.0262266016,44.0420308348,40.9742600707,42.32164094710001,40.678798160199996,225.9386976972,319.5200907409,321.10029933100003,199.082297432,175.0406456597,159.8970887445,115.6375159226,491.1593515466,48.6824294628,48.65310075160001,309.3759606175,312.2970878256,309.89238205559997,314.406269548,307.5094864077,170.1022375001,167.4191575221,167.4885646628,306.36380255790004,310.8778143245,307.73858589540004,64.930162645,66.16364621710001,146.2950290061,140.9875886096,14.8120554867,15.0591747334,181.21906178690003,96.42596734460001,84.43704885929999,117.1598127355,119.2863928459,120.3797572575,124.2455547969,61.5201407341,111.2653010182,103.8207793414,99.9157111548,138.6875838531,44.769532001600005,56.3014321164,306.9906416227,302.6396776065,204.16324809900001,220.3572326897,59.1501074659,39.2972418788,33.799040585300006,28.7600324608,46.2198740527,143.0376158128,93.19806927379999,127.04700595039999,33.1892270859,55.4216329175,317.7042582676,359.573106167,230.30345614959998,228.6105929972,209.2627156218,132.7625006826,125.7092563245,125.7038503968,84.838889485,135.7897580575,88.87034453300001,151.7294154979,122.18285162529999,70.3583354268,126.71258407820001,119.2660118771,125.4042253006,67.0454338032,69.2492503289,68.3536683066,58.8420938612,140.7375489192,141.1987304754,185.0002285961,175.45659140709998,93.07478926739999,107.8914428995,100.06477805770001,106.14706809120001,113.6634823927,134.43895964060002
CV65RY,439.4471792249,438.9691585146,77.3106069974,85.8997561933,23.6229098554,23.2705303613,24.140884721,22.3753211616,119.2432696985,154.371547127,178.06007376,89.5275065026,93.9763985884,87.0115131865,359.9389072747,355.3305713903,355.22468977190005,335.1194232846,216.2943984062,216.4424089784,79.353426297,139.0110695957,131.7413395812,116.2043305488,116.4682268125,104.47036058479999,104.364230418,105.734974844,6.3481746844,12.9360743006,5.500376092,0.0,15.470398061200001,86.7144357114,120.0703766366,118.54876333179999,374.51552528950003,61.542199404600005,40.558003637800006,37.4902328737,38.8376137501,37.1947709632,222.6174075651,316.1988006088,317.77900919890004,195.598270235,171.5566805998,156.4130615475,112.1534887256,487.83806141450003,43.2771231338,43.2477944226,306.05467048540004,308.9757976935,306.5710919235,311.0849794159,304.1881962756,170.365636667,167.682556689,167.7519016926,303.0425124258,307.55652419240005,304.4172957633,65.19349967480001,66.427045384,142.81106394620002,137.2475565606,11.3280282897,11.575147536400001,177.89777165479998,92.94200228470001,80.95308379939999,113.67578553850001,115.802427786,116.8957921976,120.76152759989999,62.762199226,107.9440108861,100.4994892093,96.5944210227,139.9295802079,46.0115283564,57.5434284712,303.6693514906,299.3183874744,200.679220902,216.8732054927,55.666142406,35.5572098298,34.1815565729,30.0020288156,42.560806645,139.2975837638,94.44006562860001,123.7257779554,33.4525641157,55.684969947300004,314.3829681355,356.2518160349,230.5667931794,228.873930027,209.5260526516,133.0258377124,122.3880283295,122.3825602647,85.1022886519,136.0530950873,85.3863794731,154.3217753099,122.4461886551,70.62167245660001,126.97592110800001,120.50807036900001,126.6462837925,63.7241436711,65.9279601968,65.0323781745,55.5208658662,141.9796074111,142.44072683020002,181.5162013991,171.9725642101,94.31678562220002,104.5701527674,96.74348792560001,102.82577795910001,110.17951733279999,130.9549324436
CV92RY,427.6160889736,427.13813040040003,85.9774897054,94.5666389013,20.955674837900002,20.603295343800003,4.0535758556,5.9500622847,105.1459772731,176.03198095309997,186.9095152678,105.0008871446,109.4498413675,102.4848938285,352.0414061389,347.4330702545,347.3271886361,327.22192214880005,204.4633081549,204.61131872709998,87.2051945272,144.8692311095,137.5994389579,104.3732402975,104.6371986983,112.322128815,112.21599864820001,114.40191968910001,9.9799017681,21.3642262704,23.558908642400002,15.583176897700001,0.0,74.8833454601,128.7372593446,127.21564603979999,362.6843729011,47.4449069792,22.604109963800003,23.3769712136,22.1291961085,23.081447166,210.7863173138,304.3677103575,305.9479189476,181.5009156725,157.4593260373,142.315706985,98.05619630020001,476.00703330030007,45.77708507810001,45.7477563669,294.2235802341,297.1447695793,294.74000167220004,299.25388916459997,292.3571681614,185.839017309,183.155937331,183.2252823346,291.2114843116,295.7254339411,292.58626764909997,80.6668803168,81.900426026,128.7137093837,145.09932479079998,9.004908532,11.7479508115,170.000270519,93.1344408834,81.1455223981,99.57849311310001,101.70507322350001,102.7984376351,106.6642351745,71.429081934,96.11292063479999,88.6684610951,84.7633929085,148.596525053,54.678411064399995,66.21037331630001,291.8382612393,287.4873593602,186.58192847659998,202.7759130673,41.5687878435,43.40897806,42.0333248031,38.6689736607,50.4125748752,147.149351994,103.10701047370002,111.89468770410001,55.1129979418,77.3454037734,302.55194002129997,344.4207257836,246.04017382140003,244.347310669,224.99949543070002,154.6862715385,110.5569380782,110.55147001339999,106.7626603409,144.9025365951,71.2890249106,160.17987468660002,131.2956301629,102.79731916729999,148.636292797,129.174953077,135.3131665005,51.893053419800005,54.0968699455,55.990187382500004,46.4786129371,150.6464901191,151.1076716753,167.4189089737,157.8752717847,102.98373046729999,92.73912465320001,84.9124598114,90.9947498449,96.0822249074,116.8575778811
CW122PR,368.1769818556,367.6990854195,153.6069501115,162.1960993074,68.51541117789999,65.8776291458,71.5815042403,72.3254717386,60.8158788427,235.968122734,259.656649367,144.9630581305,149.4119502163,142.4470648144,302.8616934648,298.2533575804,298.147475962,278.04220947470003,145.0242010369,145.1722737462,153.2438208991,184.8313399583,177.5616099438,49.767591777199996,50.031550178,178.3607551869,178.25462502009998,182.0313800952,85.9620175675,95.6776502493,93.8372114844,86.93054854520001,74.40830733060001,0.0,196.3667818878,194.845168583,303.2453279202,44.11864587910001,56.4808840612,58.4603856559,55.750400313600004,58.164923745399996,151.3472723329,244.9286032395,246.50881182959998,160.1226464175,136.08105678229998,120.93743773,83.52947437670001,416.5679261823,82.17873809689999,82.14940938570001,234.7844731161,237.7056624613,235.3008945542,239.8147820466,232.91806104340003,225.80112615779998,223.1180461798,223.1874533205,231.7723771936,236.28632682309998,233.147098394,120.6290513027,121.86253487479999,107.33544012870001,211.1379511627,82.7219406251,85.46504504170001,120.8205578449,103.13969458829999,83.6926464013,69.4586523559,73.04856117130001,62.486186227800005,65.55128509660001,139.05860447720002,27.9794040735,30.7650724036,19.799924777900003,216.2259854591,122.3079336076,133.8398337224,232.3991541213,228.04825224220002,165.2036592216,181.3976438123,49.6754424579,109.4476044319,108.071951175,106.2984340668,116.4512012471,174.34700921240002,170.7364708798,38.8842787122,115.0491397227,137.2816076914,243.1128329033,284.98161866559997,286.0023448073,284.3094816549,264.9616042795,214.6224133194,51.194135319000004,47.6606469904,166.69886425890002,217.6496706943,45.2766950118,200.1420456725,204.04276426209998,142.7594280161,208.572496715,196.80441348309998,202.9426269066,20.7245248259,14.5571691025,50.9198000225,47.926407367100005,218.27595052520002,218.7371320814,146.04063971870002,136.4970025297,170.61319087340001,38.1334761329,30.3068112911,36.3890391875,61.165524304399995,95.4793086261
DA15BS,545.5293140466,545.0513554734,45.674248177600006,46.40560184460001,142.0857375779,141.7333580838,131.9956667315,133.8921531606,212.5836329313,134.9221377302,55.66775797060001,150.93138872260002,155.3802808084,143.16549396460002,478.4017349972,473.79339911280005,473.6875174944,453.5822510071,322.37653322790004,322.5245438001,63.175908037800006,197.3371769785,190.067446964,234.6671582713,234.9311166721,39.8471552138,39.741025047,25.3031591765,124.8526342639,111.3408597318,118.6774492659,120.51285492570001,128.731915554,194.708466963,0.0,4.6268527402,480.59766011119996,163.90257048470002,142.9183747179,139.8506039538,141.1979848302,139.5551420433,328.69954238680003,422.2809354305,423.86114402059997,283.4289368108,259.3873471756,244.24379026040003,200.0464166756,593.9202583733,165.9761476488,165.9468189376,392.19353023950003,395.1146574476,392.7099516776,393.6362294273,410.27039323440005,203.5206262108,200.8375462328,194.9086105621,409.1247093846,413.63865901409997,410.4994927221,148.1587691835,149.3923148927,230.6417926591,71.8332216324,120.1214533328,118.2281980329,296.3605993773,151.7950944126,161.96296090820002,207.0449182486,209.171498359,210.2360932933,214.1018908327,60.1149723547,226.4068386086,218.96237906890002,215.0573108823,23.3540426237,75.4726537165,77.9321022716,409.7514863123,405.4005844332,288.510011752,304.7039342056,158.026451349,106.76054767950001,96.28957641010001,92.3141690263,101.67847854470001,117.39394532829999,21.1062951683,235.2972906024,107.5434751395,103.69725078660001,420.46516509430006,462.3339508566,263.7218448603,262.0289817079,242.6811043325,101.7577033472,240.850856052,240.8453879872,74.2611045407,37.1303347905,182.8139347326,224.5353312937,36.413583342,114.35295565429999,107.5264495741,16.263391731400002,27.969897097199997,181.6686858425,184.3907879193,183.49526803409998,173.98369358870002,25.3630593409,25.82417876,269.346930112,259.803292923,39.3005351451,223.03304262700001,215.2063156481,221.2886056816,211.52717795709998,218.7856611565
DA26QP,544.3907138262,543.912755253,44.5357100943,45.2670016242,140.9471994946,140.5948200005,130.85706651110002,132.75355294020002,211.44503271090002,135.6345395817,56.380159822100005,151.643728437,156.0926826599,143.877833679,477.26313477680003,472.6548610295,472.548917274,452.4436507867,321.2379951446,321.3860057168,62.0373078174,198.04957883,190.7798488155,233.528620188,233.7925164517,38.7085549934,38.6024248266,26.015561028,123.7140340435,110.2022595114,117.5389111826,119.37431684239999,127.5933774707,193.5698667426,4.1662304179,0.0,479.45912202790004,162.7640324014,141.7797744975,138.7120658705,140.0594467469,138.4165418229,327.5610043035,421.1423352101,422.72260593730005,282.2903987275,258.2488090923,243.10519004,198.9078785923,592.7817202900001,164.83754742840003,164.80821871720002,391.05493001909997,393.9761193643,391.57141359430005,392.4976292069,409.131793014,204.2330280623,201.54994808429998,195.6210124136,407.98617130130003,412.50012093080005,409.3609546388,148.871171035,150.1046546071,229.5031924387,70.6946835491,118.9828531124,117.0895978125,295.222061294,150.6565563293,160.8243606878,205.90631802820002,208.03296027570002,209.09755521,212.9632906123,58.9763721343,225.2683005253,217.8237788485,213.9187106619,22.0992460263,74.33405349610001,76.7935020512,408.612948229,404.2620463499,287.3714115316,303.5653339852,156.8879132657,105.62200959620002,95.15103832679999,91.175630943,100.53987832429999,116.2553451079,23.9688270911,234.158690382,106.40487491910001,102.55865056620001,419.3265648739,461.19541277330006,264.4342467118,262.7413214223,243.39350618400002,102.47010519870001,239.7122558316,239.7067877668,74.9735063922,37.8426745049,181.67539664929998,225.24773314520002,37.1259851935,115.0652953687,108.2388514256,15.124791511,26.831296876800003,180.5300856221,183.252249836,182.3566678137,172.84515550540002,26.075399055300004,26.5365806115,268.2083298916,258.6646927026,38.1619349247,221.89444240659998,214.0677775648,220.15006759829998,210.3885777367,217.6470609361
DD24UH,65.9016140664,65.4236554932,444.0799971267,440.7437940906,356.49470995880006,353.8569279267,359.5608030212,360.3047705195,270.6152104601,523.9474215149,547.6359481479001,432.9423569114,437.39131113430005,430.4263635953,566.8320867251,562.2237508407,562.1178070852,542.0125405979,160.4171762715,160.5652489808,421.61842967030003,472.8106387392,465.5408465876,307.21613715859996,307.4800334223,446.7353639581,446.6292337913,478.80258142930006,373.9413163484,383.6569490302,381.81651026530005,374.90984732609996,362.3876061115,303.9068394868,480.2159519059,478.6943386011,0.0,338.0765278736,356.5067645562,357.4246537974,355.7762808086,357.12912974980003,152.8693205974,159.04133660329998,157.6856914926,195.2407954987,225.64118526240003,241.1921130052,307.5677710075,145.919037414,370.15803687780004,370.1287081666,60.5404872155,56.2381765486,59.1547056113,57.71828227060001,63.633423505100005,513.7804249387,511.09740709780004,511.16675210140005,78.2501199494,68.31029661080001,70.8840774299,408.6083500836,409.8418957928,253.6744622016,479.512622071,370.701239406,373.4443438226,384.79095110519995,363.761768078,345.05837670380004,288.29290472459996,287.2170008381,273.342345642,269.7413142857,435.82974367419996,276.7452839235,280.9903663213,288.5073398567,500.0751554772,419.0790728046,422.13665308430006,79.5685449372,79.9556590702,190.2729343537,179.2329115225,338.8569698496,395.2835460854,404.9024313025,403.06963540090004,413.2816813746,440.81040506180005,467.50767221390004,286.0954261831,403.0284385036,425.26090647230006,86.7796175293,24.7539914867,573.9815814510999,572.2887804358,552.9409030604,502.60171210030006,254.1032703287,258.3078393373,454.67816303980004,505.6289073381,316.4119929989,448.2000596793,492.022063043,430.7387889341,496.5517954959,480.6536456383,479.2948315355,316.256712386,310.1354623908,333.75663240740005,341.212835859,502.12518268040003,502.5863020995,211.9436208013,221.2818327377,467.3843922075,271.8822480662,281.0042228946,279.8428804956,298.1100694278,265.2294773176
DE554QQ,402.75323328769997,402.27527471450003,121.4366471914,130.0257963873,54.77484784360001,53.781151340399994,48.445687111800005,49.18965461010001,64.2979176525,209.8489791603,222.36873489090001,142.792298542,147.2411906278,140.2762430888,351.2396511376,346.6313152532,346.52543363480004,326.4201671475,179.600452469,179.7484630412,121.073517979,182.6605803698,175.39078821820002,103.59503525710001,103.8589315208,146.1904522668,146.0843221,149.8610771751,59.459798772300005,58.451686461899996,65.4424830345,63.097801703100004,47.742357276899995,44.128339266699996,164.1964168306,162.6748656629,337.82157935230003,0.0,27.163854636,26.3070461641,27.6544891776,26.0115842536,185.923523765,279.5048546716,281.0850632617,140.652918189,116.6112664167,101.4677095015,57.2081366796,451.1442397515,72.54543707260001,72.5161083614,249.4173873435,252.33857668870002,249.93387091870002,250.86014866840003,267.4943124755,223.6303665693,220.94728659129999,221.016693732,266.34862862570003,270.8625782552,267.7234119632,118.45829171420002,119.6917752863,87.86564976310001,178.96764824259998,53.852919690899995,53.6510983901,169.1985155177,61.2036764838,49.2147579985,58.7304334925,60.8570136029,61.950440151600006,65.8161755539,106.88823942,64.6408523074,87.8901939176,56.461373011800006,184.055682539,90.1375685504,101.66953080229999,266.97540555340004,262.6245036743,145.73386885600002,161.9278534467,7.7394243534,77.2773015118,75.9016482549,74.1281311467,84.280898327,132.4109911079,138.5661679597,76.6851970859,92.9043472021,110.21648890729999,277.6890843354,319.5578700977,283.8315852188,282.1387220664,262.790844691,188.5032697457,87.8555214158,84.3220952243,140.5796585481,180.36169408109998,30.44096529,197.971286084,166.754849786,140.5886684276,182.4533531413,164.634110563,170.7723239865,47.643869973399994,54.6959958637,81.9641165535,72.45260424519999,186.1056476051,186.5668291613,126.5708493531,117.0272121641,138.4428879533,91.96085747570001,84.1341926339,90.2164826674,55.2341652868,76.0095803976
DE742SE,420.89794999580005,420.4199914226,100.19246979820001,108.7816189941,39.2020478416,38.849606210400005,23.4801809367,24.224148435,83.97474883529999,188.60480176709999,201.12449536059998,123.2472601483,127.69615223410001,120.7312668322,345.29971720019995,340.6913813158,340.5854996974,320.4802332101,197.7451691771,197.8931797493,99.82927844870001,163.1155419761,155.8457498245,97.65510131970001,97.9190597205,124.9462127365,124.84008256970002,128.6168376448,29.780945013800004,37.2075090687,44.1982435042,41.8536243099,22.7767889647,54.74377929360001,142.9522394374,141.4306261326,355.9662960604,26.273678541400002,0.0,3.4917321973999997,2.353753348,3.7787434623,204.06817833600002,297.64957137970003,299.2297799698,160.3297493718,136.2881597366,121.1445406843,76.8850299995,469.2888943225,64.0234580818,63.99412937060001,269.0942806634,272.0154700086,269.6107021015,270.5369798512,285.6390291836,204.08532817559998,201.4022481976,201.4716553383,284.4933453338,289.0072949633,285.8681286713,98.9132533205,100.1467368926,107.542543083,157.7234708494,32.6086801606,32.4068588598,163.2585815803,68.27624548,56.2873269947,78.4072646753,80.5339069228,81.62727133439999,85.4930688738,85.6440620268,89.394781657,81.95032211729999,78.0452539307,162.8114430087,68.8933911572,80.42535340910001,285.1201222615,280.7692203824,165.4107621759,181.6046846295,20.397621542800003,56.03312411860001,54.6574708617,52.8838916164,63.036658796699996,159.77349805260002,117.3219284294,96.36202826870002,73.3593709455,88.972249377,295.8338010435,337.7025868058,264.2865468251,262.5936836727,243.2458062973,167.2590923525,103.8387991004,103.83333103560001,119.3354811549,159.1175166879,50.1178586099,178.4262476903,145.51061025570002,121.0436300339,161.209113611,143.3899331698,149.5281465933,41.703936036,48.7560619263,74.2642113957,64.7526990874,164.8614702119,165.322589631,146.2476805359,136.7040433469,117.19871056010001,86.0209856754,78.1943208336,84.27654873,74.91099646960001,95.6864115804
DE742TG,422.5936714548,422.1157128816,97.050693748,105.63984294389999,39.7797364603,39.4273569662,24.0578695554,24.801899190800004,83.36599166660001,185.4630257169,197.9827814475,123.82501090410001,128.2739029899,121.3089554509,346.9955007963,342.3871649119,342.2812832935,322.1759546691,199.4408906361,199.58896334540003,96.6875645356,163.69329273190002,156.4235005803,99.3508849158,99.6147811795,121.8044988234,121.69836865660001,125.47512373170001,35.073783191800004,34.0657330185,41.056467454,38.7118482597,23.3545397205,56.439500752600004,139.8104633872,138.2889122195,357.6620175194,25.664983509800003,3.4478012677,0.0,1.5526197176999998,0.47578377470000005,205.7639619321,299.3452928387,300.9255635659,159.7209922031,135.6794025679,120.5357835156,76.2762728308,470.9846157815,64.6012088376,64.5718801264,268.48552349470003,271.4067128399,269.0020070699,269.9282848196,287.3347506426,204.6630789314,201.9799989534,202.0494060941,286.1890667928,290.7030785594,287.5638501303,99.4910040763,100.7244876484,106.93378591429999,154.58169479920002,29.4669662475,29.2650828096,164.95436517640002,65.9371564876,53.9482380023,77.7985696437,79.9251497541,81.0185141657,84.8843117051,82.5022859766,91.09056525310001,83.64604357629999,79.7409753897,159.66972909560002,65.751615107,77.2835773589,286.8159058576,282.4649418414,164.80200500720002,180.9959895979,19.7888643741,52.8913480684,51.5156948115,49.7421777033,59.894944883600004,156.6317220024,114.1802145163,95.7532711,70.1846000952,85.83053546389999,297.5295225025,339.3983704019,264.86429758090003,263.1714344285,243.8235570531,164.1173163023,105.5345205594,105.52905249460001,116.19370510470002,155.9757406377,49.5091014412,179.00399844609998,142.3688342055,106.6431085605,158.0673996979,140.2481571196,146.3863705431,43.3997196321,50.4518455224,74.8419621515,65.3304498432,161.7196941617,162.1808757179,145.6389855043,136.0953483153,114.0569345099,87.7167071344,79.8900422926,85.9723323261,74.3022393009,95.07765441170001
DE742TR,420.18772294280006,419.7097643696,98.5109777351,107.100126931,38.7058830981,38.3534414669,22.9840161932,23.7279836915,84.8263377908,186.923309704,199.4430654346,122.7510954048,127.19998749060001,120.2351020887,344.58949014719997,339.98115426280003,339.8752726444,319.7700061571,197.03494212409998,197.1829526963,98.1478485227,162.61937723260002,155.34964721810002,96.94487426670001,97.2088326675,123.26478281050001,123.15865264370001,126.9354077188,29.284842407400003,35.526017005599996,42.5168135782,40.172132246800004,22.2806242212,54.0335522406,141.2707473743,139.7491962066,355.2560690074,27.1252674969,2.3598427838,1.5710744364,0.0,2.0973135363,203.357951283,296.9393443267,298.5195529168,161.1812761902,137.139686555,121.99612963979999,77.7365568179,468.5786672695,63.527293338300005,63.497964627100004,269.9458074818,272.866996827,270.462291057,271.38850666959996,284.9288021306,203.58916343209998,200.90608345409998,200.9754905948,283.7831182808,288.2970679103,285.1579016183,98.417088577,99.6505721491,108.3940699014,156.0419787863,30.9272502346,30.725428933800004,162.5483545273,67.3974404747,55.4085219894,79.2588536308,81.3854337412,82.4788602899,86.3445956922,83.9625699637,88.684554604,81.2400329272,77.3350268777,161.1300130827,67.2118990941,78.743861346,284.4098952085,280.05899332940004,166.2622889943,182.456273585,21.2491483612,54.3516320555,52.9759787986,51.2024616904,61.355228870699996,158.0920059895,115.6404985034,97.21361722420001,72.863206202,87.290819451,295.1235739905,336.99235975280004,263.7903820816,262.0975189292,242.7496415538,165.5776002894,103.1285720474,103.1231039826,117.6539890918,157.43602462479998,50.9693854283,177.93008294679998,143.8291181926,120.5475274275,159.527683685,141.7084411067,147.8466545302,40.993708983,48.0458348733,73.7680466522,64.2565343439,163.1799781488,163.641159705,147.0992694914,137.5556323024,115.517218497,85.3107586224,77.4840937806,83.566321677,75.762523288,96.5380005359
DE742TZ,422.25937385680004,421.7814152836,96.71645828710001,105.3055453459,39.445500999400004,39.093121505300005,23.7236340945,24.4676015928,83.0317562057,185.128790256,197.6484838495,123.4907133061,127.9396053919,120.97471999,346.66120319830003,342.052929451,341.9469856955,321.8417192082,199.10665517520002,199.25466574740003,96.35326693760001,163.359057271,156.0892651194,99.01658731779999,99.28054571860001,121.4702012254,121.3640710586,125.1408261337,34.7395477309,33.7314975576,40.7222319931,38.3776127988,23.0203042596,56.1052652917,139.4762279263,137.9546146215,357.3277820585,25.330685911800003,3.7561255579,0.5086543006,2.0357356702,0.0,205.42966433409998,299.0110573778,300.59126596790003,159.38675674220002,135.345167107,120.20154805470001,75.9419752328,470.6503181835,64.2669112396,64.2375825284,268.1512880338,271.072477379,268.6677094719,269.5939872216,287.00045304459996,204.3288434705,201.6457634925,201.7151084961,285.8547691948,290.36878096140003,287.2295525323,99.1567064783,100.3902521875,106.5995504534,154.24739720120002,29.1326686495,28.9308473487,164.6200675784,65.6029210267,53.6139404043,77.4642720457,79.5909142932,80.68427870480001,84.55001410710001,82.1680505157,90.7562676551,83.3117459783,79.40673992880001,159.3354314976,65.4173796461,76.949341898,286.48160825959997,282.1307063805,164.4677695463,180.66169199990003,19.4546289132,52.5570504704,51.1813972135,49.4078801053,59.560647285600005,156.2974865415,113.84591691829999,95.4190356391,69.8503646343,85.4962378659,297.1952249045,339.06407280390005,264.5299999829,262.8371368305,243.4893215922,163.7830187043,105.2002850985,105.1948170337,115.8594696438,155.64144303970002,49.174865980300005,178.66970084809998,142.0345987446,106.3088730996,157.7331020999,139.91392165870002,146.0521350822,43.0654220341,50.1175479244,74.50772669060001,64.9961522452,161.3854587008,161.8465781199,145.3046879063,135.7610507173,113.7226369119,87.3824716735,79.55574469460001,85.63803472810001,73.96800384,94.74341895079999
